Tweets,hash,Score
 rt freedom unity peace change blacklivesmatter pray love justice alllivesmatter hope faith strongertogether vote…,"freedom,unity,peace,change,blacklivesmatter,pray,love,justice,alllivesmatter,hope,faith,strongertogether,vote",1
 rt today electionday maryland come people let's get done! trumpdictatorship trumpresignnow trumpincites…,"electionday,trumpdictatorship,trumpresignnow",-1
 rt today electionday maryland come people let's get done! trumpdictatorship trumpresignnow trumpincites…,"electionday,trumpdictatorship,trumpresignnow",-1
 rt those protesting please follow tactics stay safe let’s fight justice dictatortrump gorgefloy…,dictatortrump,-1
 rt maxwell how russia interfered 2016 election help trump win plan ‘help’ facebook…,trump,1
 rt resistor resign blacklivesmatter votebluetosaveamerica bunkertrump https …,"blacklivesmatter,votebluetosaveamerica,bunkertrump",-1
 rt resistor resign blacklivesmatter votebluetosaveamerica bunkertrump https …,"blacklivesmatter,votebluetosaveamerica,bunkertrump",-1
 interesting maga wearethenewsnow,"maga,wearethenewsnow",1
 rt blasphemous coward! bunkerbabytrump trumpresignnow,"bunkerbabytrump,trumpresignnow",-1
 rt ya'll definitely flooding maga hashtag instead blm tag since tag used to…,maga,1
 rt kag2020 kag maga maga2020 trump2020 this one needs shared once! …,"kag2020,kag,maga,maga2020,trump2020",1
 fakepresident trumpdictatorship trumpresignnow biden2020landslide,"fakepresident,trumpdictatorship,trumpresignnow,biden2020landslide",-1
 fakepresident trumpdictatorship trumpresignnow biden2020landslide,"fakepresident,trumpdictatorship,trumpresignnow,biden2020landslide",-1
 rt donald trump maga strong leadership testing times cabal illuminati antifaterrorist,"maga,cabal,illuminati,antifaterrorist",1
 not actually fake news trumpdictatorship trumpout2020 trumpincitesviolence trumpresignnow protest…,"trumpdictatorship,trumpout2020,trumpincitesviolence,trumpresignnow,protest",-1
 not actually fake news trumpdictatorship trumpout2020 trumpincitesviolence trumpresignnow protest…,"trumpdictatorship,trumpout2020,trumpincitesviolence,trumpresignnow,protest",-1
 not actually fake news trumpdictatorship trumpout2020 trumpincitesviolence trumpresignnow protest…,"trumpdictatorship,trumpout2020,trumpincitesviolence,trumpresignnow,protest",-1
 not actually fake news trumpdictatorship trumpout2020 trumpincitesviolence trumpresignnow protest…,"trumpdictatorship,trumpout2020,trumpincitesviolence,trumpresignnow,protest",-1
 yes republicans get votebluetosaveamerica,votebluetosaveamerica,1
 rt wwg1wga 🇺🇸 patriot express maga 🔄 retweet no comment ➡️ leave handle ➡️ follow patriots 🆓 dm ride wwg1wga…,maga,-1
 rt white liberals fucking losers 🇺🇸🇺🇸🇺🇸trump 2020🇺🇸🇺🇸 👉🏽👉🏿👉🏻🇺🇸 follow ⁦⁦@xarmandkleinx⁩ trump trump2020 trumpmemes …,"trump,trump2020,trumpmemes",1
 rt uspoli georgefloydmurder bunkerboy dictatortrump donnyt nazi twitter …,"uspoli,georgefloydmurder,bunkerboy,dictatortrump,nazi,twitter",-1
 rt uspoli georgefloydmurder bunkerboy dictatortrump donnyt nazi twitter …,"uspoli,georgefloydmurder,bunkerboy,dictatortrump,nazi,twitter",-1
 rt fun fact on day 1927 trump's father fred trump arrested kkk rally americaortrump trumpresignnow …,"americaortrump,trumpresignnow",-1
 nope sure dont never would! why do! trumpresignnow thebloodsontrumpshands…,"trumpresignnow,thebloodsontrumpshands",-1
 rt ya'll definitely flooding maga hashtag instead blm tag since tag used to…,maga,1
 maga trump terrorist,maga,-1
 rt this happened fort wayne indiana today rubber bullets georgefloydprotests black lives matter justicefor…,"georgefloydprotests,black_lives_matter",0
 no i think justifiably declared war rioters trump maga donaldtrump usa republican america memes…,"justifiably,rioters,trump,maga,donaldtrump,usa,republican,america,memes",-1
 no i think justifiably declared war rioters trump maga donaldtrump usa republican america memes…,"justifiably,rioters,trump,maga,donaldtrump,usa,republican,america,memes",-1
 no i think justifiably declared war rioters trump maga donaldtrump usa republican america memes…,"justifiably,rioters,trump,maga,donaldtrump,usa,republican,america,memes",-1
 voteouthate votebluetoendthisnightmare,"voteouthate,votebluetoendthisnightmare",0
 true maga christians no longer support christians read bible attend church weekly amp …,maga,1
 rt kim clement trump prophecy youtube christians! awaken! trump power almighty god! trump2020 maga kag p…,"trump2020,maga,kag",1
 yes! against antifaterrorist trump 2020! maga my family jobs again! when you…,"antifaterrorist,trump,maga",1
 yes! against antifaterrorist trump 2020! maga my family jobs again! when you…,"antifaterrorist,trump,maga",1
 starsandstripes maga nypost breitbart foxnews trump trump2020 oann…,"starsandstripes,maga,nypost,breitbart,foxnews,trump,trump2020,oann",1
 starsandstripes maga nypost breitbart foxnews trump trump2020 oann…,"starsandstripes,maga,nypost,breitbart,foxnews,trump,trump2020,oann",1
 blame maga rioters,maga,-1
 rt let sink maga come excuses promises invade states antifa you know ex…,maga,1
 rt nc72 the people's house it soon! trumpresignnow voteblue,"trumpresignnow,voteblue",-1
 rt let sink maga come excuses promises invade states antifa you know ex…,maga,1
 rt this hateful violence make america great again donald trump stand maga trumpphotoop…,"maga,trumpphotoop",-1
 rt ya'll definitely flooding maga hashtag instead blm tag since tag used to…,maga,1
 rt donaldtrump trump mouth raped a 12 year old girl spread the word dont let them shut us up!!,donaldtrump,-1
 rt rapist donaldtrump racist donaldtrump paedophile donaldtrump bad day yesterday hiding in…,"donaldtrump,donaldtrump,donaldtrump",-1
 rt rapist donaldtrump racist donaldtrump paedophile donaldtrump bad day yesterday hiding in…,"donaldtrump,donaldtrump,donaldtrump",-1
 rt rapist donaldtrump racist donaldtrump paedophile donaldtrump bad day yesterday hiding in…,"donaldtrump,donaldtrump,donaldtrump",-1
 entro twiter veo que anomymous ya no es tendencia ahora sale gente defendiendo el gobierno de donaldtrump y…,"anomymous,donaldtrump",-1
 rt 1309 es la biblia trump finalmente saco la death note 🤔 bible donaldtrump,"bible,donaldtrump",-1
 rt rapist donaldtrump racist donaldtrump paedophile donaldtrump bad day yesterday hiding in…,"donaldtrump,donaldtrump,donaldtrump",-1
 rt rapist donaldtrump racist donaldtrump paedophile donaldtrump bad day yesterday hiding in…,"donaldtrump,donaldtrump,donaldtrump",-1
 rt rapist donaldtrump racist donaldtrump paedophile donaldtrump bad day yesterday hiding in…,"donaldtrump,donaldtrump,donaldtrump",-1
 rt donaldtrump trump mouth raped a 12 year old girl spread the word dont let them shut us up!!,donaldtrump,-1
 rt 1309 es la biblia trump finalmente saco la death note 🤔 bible donaldtrump,"bible,donaldtrump",-1
 entro twiter veo que anomymous ya no es tendencia ahora sale gente defendiendo el gobierno de donaldtrump y…,"anomymous,donaldtrump",-1
 rt us president donaldtrump extended invitation india part next g 7 summit held united…,"donaldtrump,india",0
 donaldtrump ने पीएम मोदी को अमेरिका में होने वाले अगले g7 समिट के लिए न्योता दिया,donaldtrump,0
 rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",-1
 rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",-1
 rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",-1
 rt rt please we let everyone see video dictatortrump anonymous anonymus blacklivesmatter donaldtrump…,"dictatortrump,anonymous,anonymus,blacklivesmatter,donaldtrump",-1
 rt rt please we let everyone see video dictatortrump anonymous anonymus blacklivesmatter donaldtrump…,"dictatortrump,anonymous,anonymus,blacklivesmatter,donaldtrump",-1
 rt 1309 es la biblia trump finalmente saco la death note 🤔 bible donaldtrump,"bible,donaldtrump",-1
 rt many hollywood celebrities corporate houses openly speaking against donaldtrump without fear america they…,donaldtrump,1
 rt ଜାଣନ୍ତୁ କଣ ପାଇଁ ହ୍ୟୁଷ୍ଟନ ପୋଲିସ ମୁଖ୍ୟ ଦେଶର ରାଷ୍ଟ୍ରପତିଙ୍କୁ କହିଲେ ପାଟି ବନ୍ଦ କର america police donaldtrump nandighosha…,"america,police,donaldtrump",0
 rt twitter trying take you guys know info dicklessrapist donaldtrump blm htt…,"dicklessrapist,donaldtrump,blm",0
 rt donaldtrump world's 2nd third class leader,donaldtrump,0
 rt hey exploded torture skull donaldtrump,donaldtrump,-1
 suck it trumpdictatorship trumpdepression biden2020,"trumpdictatorship,trumpdepression,biden2020",-1
 rt difundan que twitter lo está borrando anonymuos anonymous nostradamus ladydi protests2020 donaldtrump …,"anonymuos,anonymous,nostradamus,ladydi,protests2020,donaldtrump",-1
 trump maga donaldtrump usa republican america memes conservative politics kag meme…,"trump,maga,donaldtrump,usa,republican,america,memes,conservative,politics,kag,meme",0
 trump maga donaldtrump usa republican america memes conservative politics kag meme…,"trump,maga,donaldtrump,usa,republican,america,memes,conservative,politics,kag,meme",0
 trump maga donaldtrump usa republican america memes conservative politics kag meme…,"trump,maga,donaldtrump,usa,republican,america,memes,conservative,politics,kag,meme",0
 rt ଜି ୭ ସମ୍ମିଳନୀକୁ ମୋଦିଙ୍କୁ ଡାକିଲେ ଟ୍ରମ୍ପ ଚାଇନା ବିବାଦର ହେଲା ଆଲୋଚନା narendramodi donaldtrump g7summit …,"narendramodi,donaldtrump,g7summit",0
 rt us president donaldtrump extended invitation india part next g 7 summit held united…,"donaldtrump,india",0
 rt ଜି ୭ ସମ୍ମିଳନୀକୁ ମୋଦିଙ୍କୁ ଡାକିଲେ ଟ୍ରମ୍ପ ଚାଇନା ବିବାଦର ହେଲା ଆଲୋଚନା narendramodi donaldtrump g7summit …,"narendramodi,donaldtrump,g7summit",0
 rt ଜି ୭ ସମ୍ମିଳନୀକୁ ମୋଦିଙ୍କୁ ଡାକିଲେ ଟ୍ରମ୍ପ ଚାଇନା ବିବାଦର ହେଲା ଆଲୋଚନା narendramodi donaldtrump g7summit …,"narendramodi,donaldtrump,g7summit",0
 rt us president donaldtrump extended invitation india part next g 7 summit held united…,"donaldtrump,india",0
 rt this stupid thepurge anonymous anonymus antifaterrorist donaldtrump georgefloyd icantbreath trumpgenoci…,"thepurge,anonymous,anonymus,antifaterrorist,donaldtrump,georgefloyd,icantbreath",-1
 rt this stupid thepurge anonymous anonymus antifaterrorist donaldtrump georgefloyd icantbreath trumpgenoci…,"thepurge,anonymous,anonymus,antifaterrorist,donaldtrump,georgefloyd,icantbreath",-1
 rt star26 anonymous dictatortrump donaldtrump casablanca protests2020 i don't care delete account everyone shou…,"anonymous,dictatortrump,donaldtrump,casablanca,protests2020",-1
 rt star26 anonymous dictatortrump donaldtrump casablanca protests2020 i don't care delete account everyone shou…,"anonymous,dictatortrump,donaldtrump,casablanca,protests2020",-1
 rt adolf hitler blamed communists reichstag fire 1933 donaldtrump blames antifa what's going 202…,donaldtrump,-1
 will trump removed us presidency group officials appointed run country…,trump,0
 rt us president donaldtrump extended invitation india part next g 7 summit held united…,"donaldtrump,india",0
 rt esta niña dijo lo que piensa la mayoría de los habitantes en el mundo anonymuos donaldtrump casablanca estadosunid…,"anonymuos,donaldtrump,casablanca",0
 donald trump my fellow americans donaldtrump administration parliament management policy washington…,"donaldtrump,administration,parliament,management,policy,washington",0
 rt the way use bikes hurt people anonymous anonymus blacklifesmatters antifaterrorist donaldtrump georgefl…,"anonymous,anonymus,blacklifesmatters,antifaterrorist,donaldtrump",-1
 rt el jardinero de la casa blanca después que le destrozaron sus césped anomymous donaldtrump casablanca whitehouse…,"anomymous,donaldtrump,casablanca,whitehouse",0
 rt flash 🇬🇳 joe bebeto condamne avec fermeté les actes de violences aux usa 🇺🇸 et demande à donaldtrump un retour au calme au…,"flash,donaldtrump",0
 trumpincitesviolence trumpisalaughingstock…,"trumpincitesviolence,trumpisalaughingstock",0
 rt no nos callan más anonymuos anonymous georgefloydprotest donaldtrump,"anonymuos,anonymous,georgefloydprotest,donaldtrump",-1
 rt donaldtrump scusate se questo mondo non ha saputo tenervi al sicuro sia il vostro ritorno casa un viaggio morbido…,donaldtrump,1
 georgefloyd georgefloydmurder protests2020 racism policebrutality blacklivesmatter dictatortrump uspolitics,"georgefloyd,georgefloydmurder,protests2020,racism,policebrutality,blacklivesmatter,dictatortrump,uspolitics",-1
 georgefloyd georgefloydmurder protests2020 racism policebrutality blacklivesmatter dictatortrump uspolitics,"georgefloyd,georgefloydmurder,protests2020,racism,policebrutality,blacklivesmatter,dictatortrump,uspolitics",-1
 rt estan borrando este video de trump asi que anonymous anomymous donaldtrump,"anonymous,anomymous,donaldtrump",0
 rt 1309 es la biblia trump finalmente saco la death note 🤔 bible donaldtrump,"bible,donaldtrump",-1
 blacklivesmattter whitelivesmatter life without jesus vanity racism form hate love patient l…,"blacklivesmattter,whitelivesmatter",1
 rt anonimous anomymous blakelivesmatter georgefloydwasmurdered donaldtrump epstein compartir rápido el video que twitte…,"anonimous,anomymous,blakelivesmatter,georgefloydwasmurdered,donaldtrump,epstein",0
 rt anonimous anomymous blakelivesmatter georgefloydwasmurdered donaldtrump epstein compartir rápido el video que twitte…,"anonimous,anomymous,blakelivesmatter,georgefloydwasmurdered,donaldtrump,epstein",0
 rt anonimous anomymous blakelivesmatter georgefloydwasmurdered donaldtrump epstein compartir rápido el video que twitte…,"anonimous,anomymous,blakelivesmatter,georgefloydwasmurdered,donaldtrump,epstein",0
 rt many hollywood celebrities corporate houses openly speaking against donaldtrump without fear america they…,donaldtrump,1
 rt telesur reporte360 🌎 las amenazas contenidas en el discurso de donaldtrump provocaron críticas por su determinación de orden…,"reporte360,donaldtrump",0
 rt the moment happened seattleprotest anonymous anonymus blacklivesmatter antifaterrorist donaldtrump geor…,"seattleprotest,anonymous,anonymus,blacklivesmatter,antifaterrorist,donaldtrump",0
 rt rt please we let everyone see video dictatortrump anonymous anonymus blacklivesmatter donaldtrump…,"dictatortrump,anonymous,anonymus,blacklivesmatter,donaldtrump",-1
 rt rt please we let everyone see video dictatortrump anonymous anonymus blacklivesmatter donaldtrump…,"dictatortrump,anonymous,anonymus,blacklivesmatter,donaldtrump",-1
 anomymous dictatortrump dictatortrump donaldtrump,"anomymous,dictatortrump,dictatortrump,donaldtrump",-1
 anomymous dictatortrump dictatortrump donaldtrump,"anomymous,dictatortrump,dictatortrump,donaldtrump",-1
 anomymous dictatortrump dictatortrump donaldtrump,"anomymous,dictatortrump,dictatortrump,donaldtrump",-1
 rt in usa even dogs racist!!! usaonfire ladakh whitehouse coronainpakistan lahore salman georgefloyd donaldt…,"usaonfire,ladakh,whitehouse,coronainpakistan,lahore,salman,georgefloyd",-1
 rt rt please we let everyone see video dictatortrump anonymous anonymus blacklivesmatter donaldtrump…,"dictatortrump,anonymous,anonymus,blacklivesmatter,donaldtrump",-1
 rt rt please we let everyone see video dictatortrump anonymous anonymus blacklivesmatter donaldtrump…,"dictatortrump,anonymous,anonymus,blacklivesmatter,donaldtrump",-1
 y si el creador de los simpsons está con anonymuos por eso siempre saben todo 😂😂😂 covid19 donaldtrump…,"anonymuos,covid19,donaldtrump",0
 rt 1309 es la biblia trump finalmente saco la death note 🤔 bible donaldtrump,"bible,donaldtrump",-1
 je suis dans l’incompréhension tout ça pour ça 🤯 blacklifesmatters black live matters racisme donaldtrump…,"blacklifesmatters,black_live_matters,racisme,donaldtrump",-1
 rt anonymuos pizzagate pizzagateisreal vaticano donaldtrump,"anonymuos,pizzagate,pizzagateisreal,vaticano,donaldtrump",0
 rt us president donaldtrump extended invitation india part next g 7 summit held united…,"donaldtrump,india",0
 donaldtrump bunkerboytrump,"donaldtrump,bunkerboytrump",0
 rt many hollywood celebrities corporate houses openly speaking against donaldtrump without fear america they…,donaldtrump,1
 donaldtrump anonymuos,"donaldtrump,anonymuos",0
 rt the moment happened seattleprotest anonymous anonymus blacklivesmatter antifaterrorist donaldtrump geor…,"seattleprotest,anonymous,anonymus,blacklivesmatter,antifaterrorist,donaldtrump",0
 rt why seattle police destroying property’s anonymous anonymus antifaterrorist casablanca donaldtrump blacklive…,"anonymous,anonymus,antifaterrorist,casablanca,donaldtrump",-1
 rt immagini che raccontano un'america diversa da quella che vuole il guerrafondaio fascista donaldtrump god bless you…,donaldtrump,1
 rt cuando un chavista 🐀 opina sobre la muerte de georgefloyd solo puedo recordar esto ⬇⬇⬇ donaldtrump pompeo fuerte tiuna…,"georgefloyd,donaldtrump",-1
 rt cuando un chavista 🐀 opina sobre la muerte de georgefloyd solo puedo recordar esto ⬇⬇⬇ donaldtrump pompeo fuerte tiuna…,"georgefloyd,donaldtrump",-1
 rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",-1
 rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",-1
 rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",-1
 rt 1309 es la biblia trump finalmente saco la death note 🤔 bible donaldtrump,"bible,donaldtrump",-1
 rt newyork gov andrewcuomo amp newyorkcity mayor billdeblasio thrown lot donaldtrump amp whitesupre…,"newyork,andrewcuomo,newyorkcity,billdeblasio,donaldtrump",0
 rt wow this kind creepy anonymous anonymus antifaterrorist donaldtrump georgefloyd icantbreath protests202…,"anonymous,anonymus,antifaterrorist,donaldtrump,georgefloyd,icantbreath",-1
 rt wow this kind creepy anonymous anonymus antifaterrorist donaldtrump georgefloyd icantbreath protests202…,"anonymous,anonymus,antifaterrorist,donaldtrump,georgefloyd,icantbreath",-1
 rt first pictures donald trump leaving bunker trump wallstreet maga trumpdictatorship donaldtrump covid19 usri…,"trump,wallstreet,maga,trumpdictatorship,donaldtrump,covid19",-1
 rt first pictures donald trump leaving bunker trump wallstreet maga trumpdictatorship donaldtrump covid19 usri…,"trump,wallstreet,maga,trumpdictatorship,donaldtrump,covid19",-1
 rt first pictures donald trump leaving bunker trump wallstreet maga trumpdictatorship donaldtrump covid19 usri…,"trump,wallstreet,maga,trumpdictatorship,donaldtrump,covid19",-1
 rt first pictures donald trump leaving bunker trump wallstreet maga trumpdictatorship donaldtrump covid19 usri…,"trump,wallstreet,maga,trumpdictatorship,donaldtrump,covid19",-1
 rt the moment happened seattleprotest anonymous anonymus blacklivesmatter antifaterrorist donaldtrump geor…,"seattleprotest,anonymous,anonymus,blacklivesmatter,antifaterrorist,donaldtrump",0
 rt rt please we let everyone see video dictatortrump anonymous anonymus blacklivesmatter donaldtrump…,"dictatortrump,anonymous,anonymus,blacklivesmatter,donaldtrump",-1
 rt rt please we let everyone see video dictatortrump anonymous anonymus blacklivesmatter donaldtrump…,"dictatortrump,anonymous,anonymus,blacklivesmatter,donaldtrump",-1
 rt donaldtrump world's 2nd third class leader,donaldtrump,0
 rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",-1
 rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",-1
 rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",-1
 rt jesuswasaprotester protests2020 martiallaw2020 the silence donaldtrump using house god a…,"jesuswasaprotester,protests2020,martiallaw2020,donaldtrump",-1
 rt us president donaldtrump extended invitation india part next g 7 summit held united…,"donaldtrump,india",0
 rt rien à ajouter tous est déjà prévu les gars 😂 donaldtrump anonymous,"donaldtrump,anonymous",0
 rt donaldtrump ने पीएम मोदी को अमेरिका में होने वाले अगले g7 समिट के लिए न्योता दिया,donaldtrump,0
 rt no dejemos pasar a este pedofilo! anonymuos donaldtrump biblia,"anonymuos,donaldtrump,biblia",-1
 rt this isn't movie bronx anomymous blacklifesmatters alllivesmatter anonymus antifaterrorist donal…,"anomymous,blacklifesmatters,alllivesmatter,anonymus,antifaterrorist",0
 rt us president donaldtrump extended invitation india part next g 7 summit held united…,"donaldtrump,india",0
 rt why seattle police destroying property’s anonymous anonymus antifaterrorist casablanca donaldtrump blacklive…,"anonymous,anonymus,antifaterrorist,casablanca,donaldtrump",-1
 rt 1309 es la biblia trump finalmente saco la death note 🤔 bible donaldtrump,"bible,donaldtrump",-1
 donaldtrump,donaldtrump,0
 rt adolf hitler blamed communists reichstag fire 1933 donaldtrump blames antifa what's going 202…,donaldtrump,-1
 icantbreathe message black offcier to donaldtrump look us citi…,"icantbreathe,black,donaldtrump,us",0
 rt the moment happened seattleprotest anonymous anonymus blacklivesmatter antifaterrorist donaldtrump geor…,"seattleprotest,anonymous,anonymus,blacklivesmatter,antifaterrorist,donaldtrump",0
 rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",-1
 rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",-1
 rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",-1
 कबीरपरमेश्वर की लीलाएं 5 जून कबीर साहेब प्रकट दिवस 3दिन बाद कबीरप्रकटदिवस donaldtrump,"कबीरपरमेश्वर_की_लीलाएं,3दिन_बाद_कबीरप्रकटदिवस,donaldtrump",0
 trump maga donaldtrump usa republican america memes conservative politics kag meme…,"trump,maga,donaldtrump,usa,republican,america,memes,conservative,politics,kag,meme",0
 trump maga donaldtrump usa republican america memes conservative politics kag meme…,"trump,maga,donaldtrump,usa,republican,america,memes,conservative,politics,kag,meme",0
 trump maga donaldtrump usa republican america memes conservative politics kag meme…,"trump,maga,donaldtrump,usa,republican,america,memes,conservative,politics,kag,meme",0
 rt lo subo por si lo borran anonymous anonymuos pizzagate donaldtrump whitehousedown,"anonymous,anonymuos,pizzagate,donaldtrump,whitehousedown",0
 amp us prez donaldtrump speak 1 situation indiachinaborder 2 modi expressed concern…,"us,donaldtrump,indiachinaborder,modi",0
 rt adolf hitler blamed communists reichstag fire 1933 donaldtrump blames antifa what's going 202…,donaldtrump,-1
 fuck donald trump! you are rubbish anonimous anonymousbrasil donaldtrump,"anonimous,anonymousbrasil,donaldtrump",-1
 trump maga donaldtrump usa republican america memes conservative politics kag meme…,"trump,maga,donaldtrump,usa,republican,america,memes,conservative,politics,kag,meme",0
 trump maga donaldtrump usa republican america memes conservative politics kag meme…,"trump,maga,donaldtrump,usa,republican,america,memes,conservative,politics,kag,meme",0
 trump maga donaldtrump usa republican america memes conservative politics kag meme…,"trump,maga,donaldtrump,usa,republican,america,memes,conservative,politics,kag,meme",0
 you monster georgefloyd iloveamerica biden2020 trumpresignnow bunkerboy…,"georgefloyd,iloveamerica,biden2020,trumpresignnow,bunkerboy",-1
 you monster georgefloyd iloveamerica biden2020 trumpresignnow bunkerboy…,"georgefloyd,iloveamerica,biden2020,trumpresignnow,bunkerboy",-1
 you monster georgefloyd iloveamerica biden2020 trumpresignnow bunkerboy…,"georgefloyd,iloveamerica,biden2020,trumpresignnow,bunkerboy",-1
 on vous déconseille le season pass gta donaldtrump trump bunkerboy blackout,"gta,donaldtrump,trump,bunkerboy,blackout",-1
 on vous déconseille le season pass gta donaldtrump trump bunkerboy blackout,"gta,donaldtrump,trump,bunkerboy,blackout",-1
 on vous déconseille le season pass gta donaldtrump trump bunkerboy blackout,"gta,donaldtrump,trump,bunkerboy,blackout",-1
 rt trumpresignnow resignnowtrump biden2020,"trumpresignnow,resignnowtrump,biden2020",-1
 rt hubo protesta hacia donaldtrump por lo sucedido en del caso de georgefloyd por lo cual atacaron intentaron incendiar…,"donaldtrump,georgefloyd",-1
 rt hubo protesta hacia donaldtrump por lo sucedido en del caso de georgefloyd por lo cual atacaron intentaron incendiar…,"donaldtrump,georgefloyd",-1
 dank donaldtrump wird die usa bald wie purge enden usaprotest usaonfire blackoutday,"donaldtrump,usa,usaprotest,usaonfire,blackoutday",-1
 rt rt please we let everyone see video dictatortrump anonymous anonymus blacklivesmatter donaldtrump…,"dictatortrump,anonymous,anonymus,blacklivesmatter,donaldtrump",-1
 rt rt please we let everyone see video dictatortrump anonymous anonymus blacklivesmatter donaldtrump…,"dictatortrump,anonymous,anonymus,blacklivesmatter,donaldtrump",-1
 rt rt please we let everyone see video dictatortrump anonymous anonymus blacklivesmatter donaldtrump…,"dictatortrump,anonymous,anonymus,blacklivesmatter,donaldtrump",-1
 rt rt please we let everyone see video dictatortrump anonymous anonymus blacklivesmatter donaldtrump…,"dictatortrump,anonymous,anonymus,blacklivesmatter,donaldtrump",-1
 rt 1309 es la biblia trump finalmente saco la death note 🤔 bible donaldtrump,"bible,donaldtrump",-1
 rt trump saltando su propio muro para irse esconder méxico antes de que lo linchen anonymous donaldtrump thepurge https …,"anonymous,donaldtrump,thepurge",0
 rt the moment happened seattleprotest anonymous anonymus blacklivesmatter antifaterrorist donaldtrump geor…,"seattleprotest,anonymous,anonymus,blacklivesmatter,antifaterrorist,donaldtrump",0
 rt this isn't movie bronx anomymous blacklifesmatters alllivesmatter anonymus antifaterrorist donal…,"anomymous,blacklifesmatters,alllivesmatter,anonymus,antifaterrorist",0
 donaldtrump desperately wants man won't ever accomplish either,donaldtrump,-1
 rt el jardinero de la casa blanca después que le destrozaron sus césped anomymous donaldtrump casablanca whitehouse…,"anomymous,donaldtrump,casablanca,whitehouse",0
 rt usaonfire donaldtrump my cartoon more,"usaonfire,donaldtrump,cartoon",0
 rt más claro imposible anonymuos nostradamus ardeelsuenoamericano donaldtrump dcblackout protests2020 blacklifesmatters…,"anonymuos,nostradamus,ardeelsuenoamericano,donaldtrump,dcblackout,protests2020,blacklifesmatters",-1
 rt rt please we let everyone see video dictatortrump anonymous anonymus blacklivesmatter donaldtrump…,"dictatortrump,anonymous,anonymus,blacklivesmatter,donaldtrump",-1
 rt rt please we let everyone see video dictatortrump anonymous anonymus blacklivesmatter donaldtrump…,"dictatortrump,anonymous,anonymus,blacklivesmatter,donaldtrump",-1
 rt trump maga donaldtrump usa republican america memes conservative politics kag meme makeameri…,"trump,maga,donaldtrump,usa,republican,america,memes,conservative,politics,kag,meme",0
 rt trump maga donaldtrump usa republican america memes conservative politics kag meme makeameri…,"trump,maga,donaldtrump,usa,republican,america,memes,conservative,politics,kag,meme",0
 rt trump maga donaldtrump usa republican america memes conservative politics kag meme makeameri…,"trump,maga,donaldtrump,usa,republican,america,memes,conservative,politics,kag,meme",0
 one sensible commentary usaprotests donaldtrump hindu point view hindus amp africans…,"usaprotests,donaldtrump",0
 rt the moment happened seattleprotest anonymous anonymus blacklivesmatter antifaterrorist donaldtrump geor…,"seattleprotest,anonymous,anonymus,blacklivesmatter,antifaterrorist,donaldtrump",0
 history not kind u donaldtrump legacy relief relief ur gone,donaldtrump,1
 rt faite tourner svp twitter supprime anonymus donaldtrump annoymous,"anonymus,donaldtrump,annoymous",0
 dem boy deh shakey like flag donaldtrump,donaldtrump,1
 rt biden george floyd's death call nation' national donaldtrump htt…,"national,donaldtrump",-1
 rt serj tankian systemofadown se lo cargó durísimo donaldtrump en sus redes corre tu búnker donny como otros líderes…,"systemofadown,donaldtrump",0
